best_practices,best_practices,0.5001727,20000,200,200
code_structure,best_practices,3.754943e-11,1091.5,35,200
concurrency,best_practices,0.5187781,405,4,200
documentation_conventions,best_practices,4.086742e-18,6853.5,148,200
error_handling,best_practices,1.513949e-08,35151,481,200
interface,best_practices,3.672816e-07,13423,189,200
logic,best_practices,1.092971e-12,25285.5,390,200
metric,best_practices,0.09623005,61048.5,650,200
migration,best_practices,0.5477014,413.5,4,200
naming_conventions,best_practices,0.9999938,41291,337,200
object_oriented_design,best_practices,2.528859e-06,259,12,200
redundancies,best_practices,2.306923e-05,25549,324,200
regular_expressions,best_practices,1.591533e-41,36913,747,200
resource,best_practices,0.0008629674,9148.5,116,200
simplifications,best_practices,0.1112069,1396.5,17,200
style_conventions,best_practices,4.451407e-21,40854.5,718,200
tool_specific,best_practices,0.0001926048,2977.5,45,200
best_practices,code_structure,1,5908.5,200,35
code_structure,code_structure,0.5058271,612.5,35,35
concurrency,code_structure,0.9999999,140,4,35
documentation_conventions,code_structure,0.9307307,2987.5,148,35
error_handling,code_structure,1,14665,481,35
interface,code_structure,0.997229,4270,189,35
logic,code_structure,0.9997772,9252.5,390,35
metric,code_structure,1,17456.5,650,35
migration,code_structure,0.9999999,140,4,35
naming_conventions,code_structure,1,10475.5,337,35
object_oriented_design,code_structure,5.962528e-09,22,12,35
redundancies,code_structure,0.9999999,8722,324,35
regular_expressions,code_structure,1,25798.5,747,35
resource,code_structure,1,3485,116,35
simplifications,code_structure,0.9999996,511.5,17,35
style_conventions,code_structure,0.9999999,19026,718,35
tool_specific,code_structure,0.9635605,964,45,35
best_practices,concurrency,0.4846342,395,200,4
code_structure,concurrency,1.490669e-07,0,35,4
concurrency,concurrency,0.561945,8,4,4
documentation_conventions,concurrency,0.01396204,108.5,148,4
error_handling,concurrency,0.2635129,785,481,4
interface,concurrency,0.06959461,215,189,4
logic,concurrency,0.09425025,483.5,390,4
metric,concurrency,0.4012771,1205.5,650,4
migration,concurrency,0.5580737,8,4,4
naming_conventions,concurrency,0.654823,751.5,337,4
object_oriented_design,concurrency,0.0005171579,0,12,4
redundancies,concurrency,0.1314446,437,324,4
regular_expressions,concurrency,0.4315044,1450,747,4
resource,concurrency,0.3064987,197,116,4
simplifications,concurrency,0.1954925,24,17,4
style_conventions,concurrency,0.121723,951.5,718,4
tool_specific,concurrency,0.07795949,51.5,45,4
best_practices,documentation_conventions,1,22746.5,200,148
code_structure,documentation_conventions,0.06976634,2192.5,35,148
concurrency,documentation_conventions,0.9864511,483.5,4,148
documentation_conventions,documentation_conventions,0.5002771,10952,148,148
error_handling,documentation_conventions,1,53375,481,148
interface,documentation_conventions,0.9984427,16581,189,148
logic,documentation_conventions,0.9999619,35182,390,148
metric,documentation_conventions,1,68408.5,650,148
migration,documentation_conventions,0.9947109,513,4,148
naming_conventions,documentation_conventions,1,41165.5,337,148
object_oriented_design,documentation_conventions,0.0005827353,396,12,148
redundancies,documentation_conventions,1,32614.5,324,148
regular_expressions,documentation_conventions,1,89457.5,747,148
resource,documentation_conventions,1,12952.5,116,148
simplifications,documentation_conventions,0.9994929,1860,17,148
style_conventions,documentation_conventions,1,68777,718,148
tool_specific,documentation_conventions,0.9285065,3802.5,45,148
best_practices,error_handling,1,61049,200,481
code_structure,error_handling,1.04191e-13,2170,35,481
concurrency,error_handling,0.7376563,1139,4,481
documentation_conventions,error_handling,1.62212e-20,17813,148,481
error_handling,error_handling,0.5000463,115680.5,481,481
interface,error_handling,0.0003608815,37838,189,481
logic,error_handling,1.33613e-05,78312,390,481
metric,error_handling,0.9998003,175535,650,481
migration,error_handling,0.9828391,1552,4,481
naming_conventions,error_handling,1,117199.5,337,481
object_oriented_design,error_handling,1.777305e-07,405,12,481
redundancies,error_handling,0.2216929,75443.5,324,481
regular_expressions,error_handling,7.453057e-63,86750,747,481
resource,error_handling,0.8989838,30024,116,481
simplifications,error_handling,0.7480117,4477.5,17,481
style_conventions,error_handling,2.166784e-14,128355,718,481
tool_specific,error_handling,0.05915347,9300,45,481
best_practices,interface,0.9999996,24377,200,189
code_structure,interface,0.002795651,2345,35,189
concurrency,interface,0.9316137,541,4,189
documentation_conventions,interface,0.001563103,11391,148,189
error_handling,interface,0.9996397,53071,481,189
interface,interface,0.500189,17860.5,189,189
logic,interface,0.2192537,35401,390,189
metric,interface,0.999996,74491.5,650,189
migration,interface,0.8895088,512,4,189
naming_conventions,interface,1,45721,337,189
object_oriented_design,interface,0.0004156173,485,12,189
redundancies,interface,0.9864259,34184,324,189
regular_expressions,interface,0.9999992,83547,747,189
resource,interface,0.9975216,13056,116,189
simplifications,interface,0.8922376,1896,17,189
style_conventions,interface,0.5569784,68308.5,718,189
tool_specific,interface,0.1448262,3823,45,189
best_practices,logic,1,52714.5,200,390
code_structure,logic,0.0002239809,4397.5,35,390
concurrency,logic,0.9064941,1076.5,4,390
documentation_conventions,logic,3.823324e-05,22538,148,390
error_handling,logic,0.9999867,109278,481,390
interface,logic,0.7809038,38309,189,390
logic,logic,0.5000638,76050,390,390
metric,logic,1,159209,650,390
migration,logic,0.9473126,1144,4,390
naming_conventions,logic,1,100406,337,390
object_oriented_design,logic,0.001166447,1141,12,390
redundancies,logic,0.9997146,72595.5,324,390
regular_expressions,logic,0.007971727,134282,747,390
resource,logic,0.9995333,27173.5,116,390
simplifications,logic,0.9586158,4133,17,390
style_conventions,logic,0.2611018,136764.5,718,390
tool_specific,logic,0.4733247,8721.5,45,390
best_practices,metric,0.9038262,68951.5,200,650
code_structure,metric,4.561342e-08,5293.5,35,650
concurrency,metric,0.5997511,1394.5,4,650
documentation_conventions,metric,4.268962e-16,27791.5,148,650
error_handling,metric,0.0001998061,137115,481,650
interface,metric,3.970584e-06,48358.5,189,650
logic,metric,1.900704e-12,94291,390,650
metric,metric,0.5000295,211250,650,650
migration,metric,0.6905546,1486.5,4,650
naming_conventions,metric,1,136550,337,650
object_oriented_design,metric,4.129169e-05,1321,12,650
redundancies,metric,0.0005530558,91831.5,324,650
regular_expressions,metric,1.227373e-27,165649.5,747,650
resource,metric,0.07830707,34595.5,116,650
simplifications,metric,0.2698536,5044.5,17,650
style_conventions,metric,3.308107e-19,168677.5,718,650
tool_specific,metric,0.0007688258,10509.5,45,650
best_practices,migration,0.4556912,386.5,200,4
code_structure,migration,1.490669e-07,0,35,4
concurrency,migration,0.5580737,8,4,4
documentation_conventions,migration,0.005470482,79,148,4
error_handling,migration,0.01731382,372,481,4
interface,migration,0.1122173,244,189,4
logic,migration,0.05316681,416,390,4
metric,migration,0.3103837,1113.5,650,4
migration,migration,0.561945,8,4,4
naming_conventions,migration,0.8694124,893.5,337,4
object_oriented_design,migration,0.0005171579,0,12,4
redundancies,migration,0.1372049,442,324,4
regular_expressions,migration,1.57104e-09,0,747,4
resource,migration,0.06739861,129.5,116,4
simplifications,migration,0.2788176,27,17,4
style_conventions,migration,0.001679137,218.5,718,4
tool_specific,migration,0.1353375,60,45,4
best_practices,naming_conventions,6.238523e-06,26109,200,337
code_structure,naming_conventions,1.626381e-14,1319.5,35,337
concurrency,naming_conventions,0.347061,596.5,4,337
documentation_conventions,naming_conventions,1.109142e-30,8710.5,148,337
error_handling,naming_conventions,7.728461e-28,44897.5,481,337
interface,naming_conventions,4.77313e-17,17972,189,337
logic,naming_conventions,3.989404e-35,31024,390,337
metric,naming_conventions,9.439632e-11,82500,650,337
migration,naming_conventions,0.1316745,454.5,4,337
naming_conventions,naming_conventions,0.500079,56784.5,337,337
object_oriented_design,naming_conventions,5.590837e-08,201,12,337
redundancies,naming_conventions,4.304497e-17,34191,324,337
regular_expressions,naming_conventions,3.618474e-68,52510,747,337
resource,naming_conventions,4.868077e-11,11681,116,337
simplifications,naming_conventions,0.004787797,1798.5,17,337
style_conventions,naming_conventions,1.743887e-48,53761,718,337
tool_specific,naming_conventions,8.588649e-09,3663.5,45,337
best_practices,object_oriented_design,0.9999975,2141,200,12
code_structure,object_oriented_design,1,398,35,12
concurrency,object_oriented_design,0.9996876,48,4,12
documentation_conventions,object_oriented_design,0.9994306,1380,148,12
error_handling,object_oriented_design,0.9999998,5367,481,12
interface,object_oriented_design,0.999592,1783,189,12
logic,object_oriented_design,0.9988434,3539,390,12
metric,object_oriented_design,0.999959,6479,650,12
migration,object_oriented_design,0.9996876,48,4,12
naming_conventions,object_oriented_design,0.9999999,3843,337,12
object_oriented_design,object_oriented_design,0.5178198,72,12,12
redundancies,object_oriented_design,0.999984,3314,324,12
regular_expressions,object_oriented_design,1,8919,747,12
resource,object_oriented_design,0.9999924,1223,116,12
simplifications,object_oriented_design,0.9999611,188,17,12
style_conventions,object_oriented_design,0.9999655,7183,718,12
tool_specific,object_oriented_design,0.9420971,348,45,12
best_practices,redundancies,0.999977,39251,200,324
code_structure,redundancies,7.345639e-08,2618,35,324
concurrency,redundancies,0.8696858,859,4,324
documentation_conventions,redundancies,1.356907e-10,15337.5,148,324
error_handling,redundancies,0.7783991,80400.5,481,324
interface,redundancies,0.01359566,27052,189,324
logic,redundancies,0.0002857658,53764.5,390,324
metric,redundancies,0.9994474,118768.5,650,324
migration,redundancies,0.8639594,854,4,324
naming_conventions,redundancies,1,74997,337,324
object_oriented_design,redundancies,1.620142e-05,574,12,324
redundancies,redundancies,0.5000839,52488,324,324
regular_expressions,redundancies,4.31832e-07,100951.5,747,324
resource,redundancies,0.9021652,20309.5,116,324
simplifications,redundancies,0.6042632,2858,17,324
style_conventions,redundancies,6.802857e-05,99195.5,718,324
tool_specific,redundancies,0.0225612,5950.5,45,324
best_practices,regular_expressions,1,112487,200,747
code_structure,regular_expressions,5.363897e-52,346.5,35,747
concurrency,regular_expressions,0.5700541,1538,4,747
documentation_conventions,regular_expressions,3.41748e-53,21098.5,148,747
error_handling,regular_expressions,1,272557,481,747
interface,regular_expressions,7.624443e-07,57636,189,747
logic,regular_expressions,0.9920329,157048,390,747
metric,regular_expressions,1,319900.5,650,747
migration,regular_expressions,1,2988,4,747
naming_conventions,regular_expressions,1,199229,337,747
object_oriented_design,regular_expressions,4.98972e-23,45,12,747
redundancies,regular_expressions,0.9999996,141076.5,324,747
regular_expressions,regular_expressions,0.5000417,279004.5,747,747
resource,regular_expressions,1,72007.5,116,747
simplifications,regular_expressions,0.9997239,8246,17,747
style_conventions,regular_expressions,0.9999991,304891.5,718,747
tool_specific,regular_expressions,0.8543555,17846.5,45,747
best_practices,resource,0.9991408,14051.5,200,116
code_structure,resource,5.303748e-11,575,35,116
concurrency,resource,0.6986287,267,4,116
documentation_conventions,resource,4.820136e-13,4215.5,148,116
error_handling,resource,0.1011223,25772,481,116
interface,resource,0.00248875,8868,189,116
logic,resource,0.0004679014,18066.5,390,116
metric,resource,0.9217597,40804.5,650,116
migration,resource,0.9344924,334.5,4,116
naming_conventions,resource,1,27411,337,116
object_oriented_design,resource,7.886019e-06,169,12,116
redundancies,resource,0.09798213,17274.5,324,116
regular_expressions,resource,5.125119e-53,14644.5,747,116
resource,resource,0.5003915,6728,116,116
simplifications,resource,0.6309316,1035,17,116
style_conventions,resource,1.984165e-08,28449,718,116
tool_specific,resource,0.04256094,2154.5,45,116
best_practices,simplifications,0.8895544,2003.5,200,17
code_structure,simplifications,4.558442e-07,83.5,35,17
concurrency,simplifications,0.8284685,44,4,17
documentation_conventions,simplifications,0.0005169942,656,148,17
error_handling,simplifications,0.2525361,3699.5,481,17
interface,simplifications,0.1085557,1317,189,17
logic,simplifications,0.04157228,2497,390,17
metric,simplifications,0.7305685,6005.5,650,17
migration,simplifications,0.7506595,41,4,17
naming_conventions,simplifications,0.9952459,3930.5,337,17
object_oriented_design,simplifications,4.698019e-05,16,12,17
redundancies,simplifications,0.3967118,2650,324,17
regular_expressions,simplifications,0.0002779605,4453,747,17
resource,simplifications,0.3716192,937,116,17
simplifications,simplifications,0.5069693,144.5,17,17
style_conventions,simplifications,0.02142583,4354.5,718,17
tool_specific,simplifications,0.09224413,299,45,17
best_practices,style_conventions,1,102745.5,200,718
code_structure,style_conventions,1.27465e-07,6104,35,718
concurrency,style_conventions,0.8787633,1920.5,4,718
documentation_conventions,style_conventions,7.451297e-09,37487,148,718
error_handling,style_conventions,1,217003,481,718
interface,style_conventions,0.4431451,67393.5,189,718
logic,style_conventions,0.7389623,143255.5,390,718
metric,style_conventions,1,298022.5,650,718
migration,style_conventions,0.9983339,2653.5,4,718
naming_conventions,style_conventions,1,188205,337,718
object_oriented_design,style_conventions,3.468618e-05,1433,12,718
redundancies,style_conventions,0.999932,133436.5,324,718
regular_expressions,style_conventions,9.177415e-07,231454.5,747,718
resource,style_conventions,1,54839,116,718
simplifications,style_conventions,0.9786336,7851.5,17,718
style_conventions,style_conventions,0.5000255,257762,718,718
tool_specific,style_conventions,0.5008368,16157.5,45,718
best_practices,tool_specific,0.9998091,6022.5,200,45
code_structure,tool_specific,0.03725619,611,35,45
concurrency,tool_specific,0.9273413,128.5,4,45
documentation_conventions,tool_specific,0.07191701,2857.5,148,45
error_handling,tool_specific,0.9409673,12345,481,45
interface,tool_specific,0.8557352,4682,189,45
logic,tool_specific,0.5271778,8828.5,390,45
metric,tool_specific,0.9992332,18740.5,650,45
migration,tool_specific,0.8726169,120,4,45
naming_conventions,tool_specific,1,11501.5,337,45
object_oriented_design,tool_specific,0.06026046,192,12,45
redundancies,tool_specific,0.9775189,8629.5,324,45
regular_expressions,tool_specific,0.1458767,15768.5,747,45
resource,tool_specific,0.9577808,3065.5,116,45
simplifications,tool_specific,0.9103722,466,17,45
style_conventions,tool_specific,0.4994421,16152.5,718,45
tool_specific,tool_specific,0.5016573,1012.5,45,45